Root Domain,Location on Site,Technology Spend,Sales Revenue,Social,Employees,SKU,Company,Vertical,Tranco,Page Rank,Majestic,Umbrella,Overall Score,Performance,Accessibility,SEO,Best Practices,Telephones,Emails,X,Twitter,TikTok,Threads,Facebook,LinkedIn,Google,Pinterest,GitHub,Instagram,Vk,Vimeo,YouTube,People,Verified Profiles,City,State,Zip,Country,First Detected,Last Found,First Indexed,Last Indexed,eCommerce Platform,CRuX Rank,Cloudflare Rank,Exclusion,Compliance
goerie.com,goerie.com,$5000,,10000.0,100.0,0,goerie.com Inc,News,6705.0,409018,12033,285284,,,,,,ph:+1-814-870-1600;+1-814-460-0916;+1-814-451-7438;+1-814-870-1696;+1-814-870-1716,kburchill@goerie.com;rfrank@goerie.com;aizbicki@goerie.com;akochirka@goerie.com;tkrawiec@goerie.com,,twitter.com/goerie,,,facebook.com/goerie,,,pinterest.com/goerie,,instagram.com/goeriecom,,,,N/A - Account - n/a@goerie.com; N/A - Other - n/a@goerie.com; N/A - Sales - n/a@goerie.com,,Erie,PA,16534,US,2020-06-01,2023-11-12,2000-08-14,2024-01-06,Shopify,Top 50m,Top 200k,-,-
sportslogos.net,sportslogos.net,$500,$129104,50000.0,0.0,0,Chris Creamer Properties Inc,Sports,6742.0,407223,32918,75580,,,,,,ph:,ccreamer@sportslogos.net;logos@sportslogos.net;media@sportslogos.net,,twitter.com/sportslogosnet,,,facebook.com/sportslogosnet,,,pinterest.com/sportslogos,,instagram.com/sportslogosnet,,,,,,,,,,2020-09-21,2023-11-03,2006-10-04,2024-01-04,,Top 500k,Top 200k,-,-
sunset.com,sunset.com,$5000,,50000.0,10.0,0,Sunset Magazine,Travel,6750.0,402416,9247,68984,,,,,,ph:+1-212-467-3320;+1-510-858-3400,travel@sunset.com;home@sunset.com;food@sunset.com;customerservice@sunset.com;legal@sunset.com;privacy@sunset.com,,twitter.com/sunset,,,facebook.com/sunsetmagazine,linkedin.com/company/sunset-magazine,,pinterest.com/sunsetmag,,instagram.com/sunsetmag,,,youtube.com/user/sunsetmagonline,N/A - Unknown - n/a@sunset.com; N/A - Founder - n/a@sunset.com,,Oakland,CA,94607,US,2018-04-12,2024-01-06,2000-03-01,2024-01-06,,Top 500k,Top 100k,-,California CCPA
wmtw.com,wmtw.com,$5000,,50000.0,0.0,0,Hearst Properties Inc,Law  Govt And Politics,6754.0,409693,20961,Outside Top 1m,,,,,,ph:+1-207-783-7371;+1-800-792-8401;+1-207-835-3888;+1-212-887-6817;+1-212-649-2020;+1-207-835-3740;+1-800-248-6397,wmtw@wmtw.com;ulocal@wmtw.com;wmtwviewerlink@wmtw.com;dkaufman@wmtw.com;emailnews@wmtw.com;kigw@wmtw.com;jqu@wmtw.com;nkcfgn@wmtw.com;lnews@wmtw.com;muihwryb@wmtw.com;wf@wmtw.com;ocal@wmtw.com;publicfile@wmtw.com;8investigates@wmtw.com;web@wmtw.com,,twitter.com/wmtwtv,,,facebook.com/wmtwtv,,,,,instagram.com/wmtwtv,,,youtube.com/user/wmtwtv,N/A - Manager - n/a@wmtw.com,,Westbrook,ME,04092,US,2017-09-04,2024-01-03,2000-05-09,2024-01-07,,Top 50m,Top 100k,-,-
keviniscooking.com,keviniscooking.com,$250,,2000.0,0.0,0,Keviniscooking,Food And Drink,6764.0,608353,181643,183295,,,,,,ph:,kevin@keviniscooking.com,,twitter.com/keviniscookin,tiktok.com/@kevin.is.cooking,,facebook.com/keviniscooking,,,pinterest.com/keviniscooking,,instagram.com/keviniscooking,,,,N/A - Other - noemail,,,,,,2016-06-23,2023-11-03,2010-01-23,2023-12-30,,Top 500k,Top 200k,-,-
advrider.com,advrider.com,$2000,,20000.0,0.0,0,Adventure Rider,Shopping,6793.0,20031,21739,86736,,,,,,ph:,copyright@advrider.com,,,,,facebook.com/advriderofficial,,,pinterest.com/advriderofficial,,instagram.com/advriderofficial,,,,,,,,,,2017-11-20,2023-12-20,2006-10-03,2024-01-08,,Top 50k,Top 50k,-,-
acmepackingcompany.com,acmepackingcompany.com,$2000,,10000.0,0.0,0,Vox Media LLC,Business And Industrial,6815.0,401637,86860,Outside Top 1m,,,,,,ph:+1-202-591-1140;+1-800-522-4700,,,twitter.com/acmepackingco,,,,,,,,instagram.com/acmepackingco,,,,,,Washington,DC,20036,US,2016-11-02,2023-12-11,2007-03-03,2024-01-06,,Top 500k,Top 200k,-,-
detroitsportsnation.com,detroitsportsnation.com,$100,,0.0,0.0,0,Detroit Sports Nation,Sports,6829.0,489249,327391,Outside Top 1m,,,,,,ph:+1-586-819-4726;+1-248-600-0964,admin@detroitsportsnation.com,,,tiktok.com/@realdetroitsportsnation,,facebook.com/detroitsportsnation,linkedin.com/company/detroit-sports-nation-llc-,,,,instagram.com/realdetroitsportsnation,,,,N/A - Founder - noemail,,Auburn Hills,MI,48321,US,2016-09-21,2023-11-03,2010-04-02,2024-01-07,,Top 1m,Top 500k,-,-
depor.com,depor.com,$1000,,300000.0,0.0,0,Depor,Technology And Computing,6857.0,452647,56442,153639,,,,,,ph:,admin@depor.com;renzo.rodriguez@depor.com,,twitter.com/deporpe,,,facebook.com/depor.pe,,,pinterest.com/deporpe,,instagram.com/deporcom,,,,,,Las Vegas Strip,NV,89158,US,2018-07-12,2024-01-07,2013-08-18,2024-01-07,,Top 5000,Top 50k,-,-
101cookingfortwo.com,101cookingfortwo.com,$100,,0.0,0.0,0,101 Cooking For Two LLC,Food And Drink,6858.0,559630,420849,276601,,,,,,ph:,drdan@101cookingfortwo.com,,,,,,,,,,,,,,,,,,,,2018-02-20,2023-12-31,2011-09-04,2023-12-31,,Top 500k,Top 500k,-,-
thephinsider.com,thephinsider.com,$2000,,10000.0,0.0,0,Vox Media LLC,Sports,6864.0,409053,78904,Outside Top 1m,,,,,,ph:+1-202-591-1140;+1-800-522-4700,,,twitter.com/thephinsider,,,facebook.com/thephinsider,,,,,,,,,,,Washington,DC,20036,US,2016-11-09,2023-12-28,2006-11-26,2024-01-06,,Top 500k,Top 500k,-,-
airforcetimes.com,airforcetimes.com,$2000,,50000.0,0.0,0,Air Force Times,Law  Govt And Politics,6880.0,20702,11842,169461,,,,,,ph:+1-800-952-5210;+1-800-669-9777;+1-800-368-5718;+1-800-408-0030;+1-847-559-7351,rsandza@airforcetimes.com;mharwood@airforcetimes.com;slosey@airforcetimes.com;jschogol@airforcetimes.com;beverstine@airforcetimes.com;cust-svc@airforcetimes.com;tips@airforcetimes.com,,twitter.com/airforcetimes,,,facebook.com/airforcetimes,,,,,,,,,N/A - Other - noemail; N/A - Director - noemail; N/A - Manager - noemail; N/A - President - noemail,https://www.linkedin.com/in/donna-peterson-5063553b,Arlington,VA,22203,US,2020-03-26,2023-12-11,2011-01-03,2024-01-05,,Top 500k,Top 100k,-,-
ketv.com,ketv.com,$2000,,0.0,0.0,0,Hearst Properties Inc,Law  Govt And Politics,6887.0,29674,10393,141441,,,,,,ph:+1-402-978-8922;+1-212-887-6817;+1-212-649-2020;+1-402-345-7777,birthdays@ketv.com;news@ketv.com;ulocal@ketv.com;web@ketv.com;robmccartney@ketv.com;newsplex@ketv.com;webstaff@ketv.com;canhelp@ketv.com;juliecornell@ketv.com;billrandby@ketv.com;fbwwdfy@ketv.com;weather@ketv.com;sports@ketv.com;7canhelp@ketv.com;7canhelpkids@ketv.com;community@ketv.com;programming@ketv.com;tech@ketv.com,,twitter.com/ketv,,,facebook.com/ketv7,,,,,,,,youtube.com/user/ketvtv,N/A - Manager - noemail,,Omaha,NE,68108,US,2017-06-25,2024-01-02,2011-01-03,2024-01-07,,Top 50m,Top 100k,-,-
mediabiasfactcheck.com,mediabiasfactcheck.com,$10,,10.0,0.0,0,Media Bias Fact Check,Technology And Computing,6898.0,412014,23363,116002,,,,,,ph:,editor@mediabiasfactcheck.com,,,,,facebook.com/mediabiasfactcheck,linkedin.com/company/media-bias-fact-check-09421b169,,,,instagram.com/mediabiasfactcheck,,,,N/A - President - noemail; N/A - Founder - noemail,,,,,,2017-10-04,2023-12-24,2015-11-30,2023-12-30,,Top 500k,Top 500k,-,-
talkbass.com,talkbass.com,$100,,500.0,0.0,252,Talk Music Group,Art And Entertainment,6907.0,1553,69438,157665,,,,,,ph:,cssupport1@talkbass.com;advertising@talkbass.com,,twitter.com/talkbass,,,facebook.com/talkbass,,,,,instagram.com/talkbass_official,,,,,,Cedar Park,TX,78630,US,2018-03-20,2023-12-31,2000-02-29,2023-12-31,,Top 50k,Top 100k,-,-
crooksandliars.com,crooksandliars.com,$500,,50000.0,0.0,0,Crooks and Liars,Law  Govt And Politics,6916.0,10998,5906,67306,,,,,,ph:,,,twitter.com/crooksandliars,,,facebook.com/crooksandliars.site,,,,,,,,,N/A - Support - noemail; N/A - Unknown - noemail; N/A - Other - noemail; N/A - Marketing - noemail; N/A - Board - noemail; N/A - President - noemail; N/A - Founder - noemail,,Pacific Palisades,CA,90272,US,2021-06-02,2023-12-03,2004-09-09,2024-01-08,,Top 50m,Top 50k,-,California CCPA
thecollegefix.com,thecollegefix.com,$500,,10000.0,0.0,0,The College Fix,Education,6938.0,22932,17983,227142,,,,,,ph:,john@heymiller.com;jkabbany@thecollegefix.com;editor@thecollegefix.com,,twitter.com/collegefix,,,facebook.com/thecollegefix,,,,,,,,,N/A - Whois - noemail; N/A - Other - noemail,,Hillsdale,MI,49242,US,2018-07-10,2023-11-14,2011-05-27,2024-01-04,,Top 1m,Top 500k,-,-
thesportster.com,thesportster.com,$500,$140009,5000.0,0.0,0,TheSportster,Sports,6939.0,432869,76983,212103,,,,,,ph:+1-514-733-1010;+1-833-979-3525,advertising@thesportster.com;admin@thesportster.com;editorial@thesportster.com;michael@thesportster.com;peter@thesportster.com;cody.o@thesportster.com;josh.c@thesportster.com;jesse.s@thesportster.com,,,,,facebook.com/thesportster,,,,,instagram.com/thesportster,,,,,,Saint-Laurent Southeast,QC,H4T,CA,2017-03-06,2023-12-20,2006-05-16,2023-12-30,,Top 100k,Top 200k,-,-
jeepforum.com,jeepforum.com,$500,,0.0,0.0,0,,Automotive And Vehicles,6969.0,428220,71528,239547,,,,,,ph:+1-706-207-4140;+1-305-216-0141;+1-800-414-2180,,,,,,,,,,,,,,,,,Panama City Beach,FL,32407,US,2020-06-01,2023-12-03,2008-12-01,2024-01-06,,Top 500k,Top 200k,-,-
stylebyemilyhenderson.com,stylebyemilyhenderson.com,$2000,,0.0,0.0,0,Emily Henderson Design,Technology And Computing,6999.0,423631,33419,51711,,,,,,ph:,,,,,,,,,,,,,,,N/A - Designer - noemail; N/A - Director - noemail; N/A - Manager - noemail,,Albany,NY,12250,US,2016-10-10,2023-12-31,2010-09-30,2024-01-05,,Top 500k,Top 200k,-,-
howsweeteats.com,howsweeteats.com,$500,,20000.0,0.0,0,How Sweet Eats,Food And Drink,7018.0,29020,18050,49009,,,,,,ph:,,,twitter.com/howsweeteats,,,facebook.com/howsweeteats,,,pinterest.com/howsweeteats,,instagram.com/howsweeteats,,,,,,,,,,2016-03-16,2023-12-31,2009-11-03,2023-12-31,,Top 100k,Top 100k,-,-
whyy.org,whyy.org,$2000,,0.0,0.0,0,WHYY Inc,Technology And Computing,7021.0,10175,6356,84671,,,,,,ph:+1-215-351-0398;+1-302-575-0346;+1-215-351-1200;+1-302-888-1200;+1-302-516-7506;+1-866-687-8683;+1-844-925-5287;+1-877-658-6837,talkback@whyy.org;memberservices@whyy.org;newsroom@whyy.org;squatresols@whyy.org;programming@whyy.org;csantoro@whyy.org;aellis@whyy.org;kcolaneri@whyy.org;lgray@whyy.org;ballyn@whyy.org;kmcgrath@whyy.org;llazarski@whyy.org;tmacdonald@whyy.org;ddavies@whyy.org;meichmann@whyy.org;msegarra@whyy.org;jlynn@whyy.org;lbenshoff@whyy.org;kmccorry@whyy.org;bweber@whyy.org;dchenault@whyy.org;webmaster@whyy.org;speakeasy@whyy.org;cmurphy@whyy.org;awolfmanarent@whyy.org;rbriggs@whyy.org;mpulcinella@whyy.org;escott@whyy.org,,twitter.com/whyy,,,facebook.com/whyypublicmedia,,,,,instagram.com/whyy,,,,N/A - Engineering - n/a@whyy.org; N/A - Other - n/a@whyy.org; N/A - Director - n/a@whyy.org; N/A - President - n/a@whyy.org,,Philadelphia,PA,19106,US,2023-08-14,2023-12-28,2000-02-28,2024-01-08,,Top 500k,Top 100k,-,-
cheatcc.com,cheatcc.com,$250,,5000.0,0.0,0,KOEI TECMO GAMES CO,Technology And Computing,7032.0,436575,36950,77829,,,,,,ph:,dave@cheatcc.com;jasonmesser@cheatcc.com;vaughn@cheatcc.com;kholdstare@cheatcc.com;smudgepot@cheatcc.com;matt@cheatcc.com;fabiola-eq@cheatcc.com;cobradude@cheatcc.com;kenshin@cheatcc.com;bigj04m@cheatcc.com;goncha-po@cheatcc.com;js8891@cheatcc.com;arichart@cheatcc.com;ctod811735@cheatcc.com;coolchick374837@cheatcc.com;atl@cheatcc.com;johnny_vu@cheatcc.com;eolorio@cheatcc.com;gearteen@cheatcc.com;trumpetshorty@cheatcc.com,,twitter.com/cheatcc,,,facebook.com/cheatcodecentral,,,,,,,,youtube.com/user/therealcheatcc,N/A - Manager - noemail; N/A - Csuite - noemail,,,,,,2020-07-02,2023-12-31,2000-10-06,2024-01-02,,Top 500k,Top 200k,-,-
livability.com,livability.com,$2000,,5000.0,0.0,0,Livability,Technology And Computing,7035.0,27555,20292,289151,,,,,,ph:,mattc@livability.com;jhood@livability.com;info@livability.com;sales@livability.com;chester@livability.com;wdimeo-ediger@livability.com;csanders@livability.com;editor@livability.com,,twitter.com/livability,,,facebook.com/livability,linkedin.com/company/livability,,pinterest.com/livability,,instagram.com/livability,,,,N/A - Bizdev - n/a@livability.com; N/A - Marketing - n/a@livability.com; N/A - Sales - n/a@livability.com; N/A - Director - n/a@livability.com; N/A - President - n/a@livability.com,,Franklin,TN,37067,US,2018-04-13,2023-12-28,2009-02-10,2024-01-08,,Top 500k,Top 500k,-,-
buffalorumblings.com,buffalorumblings.com,$2000,,1000000.0,0.0,0,Vox Media LLC,Business And Industrial,7063.0,407963,90573,Outside Top 1m,,,,,,ph:+1-202-745-8092;+1-202-591-1140;+1-800-522-4700,,,twitter.com/buffalobills,,,,,,,,instagram.com/buffalorumblings,,,,,,Washington,DC,20036,US,2016-11-09,2023-12-28,2007-04-18,2024-01-06,,Top 500k,Top 500k,-,-
radio.net,radio.net,$100,,2000.0,0.0,0,radio.de GmbH,Art And Entertainment,7076.0,20290,33639,73738,,,,,,ph:,contact@radio.net,,twitter.com/radiode,,,facebook.com/radio.de,linkedin.com/company/radio-de-gmbh,,,,,,,youtube.com/user/wwwradiode,N/A - Director - noemail,,Hamburg,Hamburg,22303,DE,2016-09-21,2023-12-24,2000-02-29,2024-01-08,,Top 100k,Top 50k,-,GDPR Germany
worldtimebuddy.com,worldtimebuddy.com,$100,,1000.0,0.0,0,Helloka LLC.worldtimebuddy.com. About,Art And Entertainment,7121.0,6697,24015,20686,,,,,,ph:,,,twitter.com/worldtimebuddy,,,,,,,,,,,,,,New York City,NY,10000,US,2017-05-16,2024-01-02,2011-09-11,2024-01-02,,Top 50k,Top 100k,-,-
pokejungle.net,pokejungle.net,$0,,50000.0,0.0,0,PokeJungle,Art And Entertainment,7139.0,1087850,286564,Outside Top 1m,,,,,,ph:,,,twitter.com/pokejungle,tiktok.com/@pokejungle,,facebook.com/pokejungle,,,,,instagram.com/pokejunglenetwork,,,youtube.com/user/pokejungledotnet,,,,,,,2019-08-06,2023-12-20,2011-01-03,2024-01-03,,Top 1m,-,-,-
minecraftservers.org,minecraftservers.org,$500,,0.0,0.0,0,,Technology And Computing,7144.0,738408,127921,195735,,,,,,ph:,,,,,,,,,,,,,,,,,Newcastle upon Tyne,Tyne and Wear,NE1,GB,2022-11-11,2023-12-03,2010-09-30,2023-12-30,,Top 500k,Top 200k,-,GDPR United Kingdom
metaspoon.com,metaspoon.com,$100,,10000.0,0.0,0,MetaSpoon,Technology And Computing,7160.0,454628,380459,Outside Top 1m,,,,,,ph:,,,twitter.com/metaspoon,,,,,,,,instagram.com/metaspoon,,,,,,Downtown Toronto (CN Tower / King and Spadina / Railway Lands / Harbourfront West / Bathurst Quay / South Niagara / YTZ),ON,M5V,CA,2021-01-02,2023-11-03,2010-05-16,2023-12-30,,Top 500k,Top 500k,-,-
brickset.com,brickset.com,$100,$2307889,20000.0,0.0,0,Brickset Ltd,Business And Industrial,7190.0,3678,37830,88502,,,,,,ph:,,,twitter.com/brickset,,,facebook.com/brickset,,,pinterest.com/brickset,,instagram.com/bricksetofficial,,,,,,Veneux-les-Sablons,A8,77250,FR,2016-11-09,2023-12-31,2004-10-12,2023-12-31,,Top 50k,Top 50k,-,GDPR France
stockhouse.com,stockhouse.com,$5000,$618332,10000.0,0.0,0,Stockhouse Publishing Ltd,Business And Industrial,7221.0,20136,7662,101309,,,,,,ph:+1-252-227-7013;+1-844-485-8200;+1-800-215-1824,submissions@stockhouse.com;editors@stockhouse.com;sales@stockhouse.com;compliance@stockhouse.com;video-submissions@stockhouse.com;support@stockhouse.com,,twitter.com/stockhouse,,,facebook.com/stockhouse,linkedin.com/company/stockhouse-publishing-ltd,,,,,,,,N/A - Account - n/a@stockhouse.com; N/A - Unknown - n/a@stockhouse.com; N/A - Board - n/a@stockhouse.com,,,,,,2020-06-01,2023-12-28,2000-03-02,2024-01-04,,Top 50m,Top 100k,-,-
psnprofiles.com,psnprofiles.com,$1000,$206019,10000.0,1.0,0,Gaming Profiles Ltd,Travel,7242.0,439750,37363,39591,,,,,,ph:,,,twitter.com/psnprofiles,,,facebook.com/psnprofiles,,,,,,,,,,,London,ENG,WC2H,GB,2016-10-30,2023-12-31,2011-05-30,2024-01-08,,Top 10k,Top 50k,-,GDPR United Kingdom
warhistoryonline.com,warhistoryonline.com,$2000,,20000.0,0.0,0,War History Online,Science,7253.0,406470,23331,158410,,,,,,ph:,contactus@warhistoryonline.com;contact@warhistoryonline.com;legal@warhistoryonline.com,,twitter.com/warhistoryol,,,,,,pinterest.com/warhistol,,instagram.com/warhistoryonline,,,,,,Carlsbad,CA,92011,US,2016-09-09,2024-01-02,2012-03-30,2024-01-02,,Top 500k,Top 200k,-,California CCPA
sofascore.com,sofascore.com,$2000,,150000.0,0.0,0,Sofascore,Sports,7258.0,11331,37650,18915,,,,,,ph:,info@sofascore.com;marketing@sofascore.com;support@sofascore.com;job@sofascore.com;jobs@sofascore.com,,twitter.com/sofascore,tiktok.com/@sofascore_official,,facebook.com/sofascore,,,,,instagram.com/sofascore_official,,,,,,Palo Alto,CA,94304,US,2020-04-29,2023-12-28,2012-05-18,2024-01-02,,Top 50m,Top 50k,-,California CCPA
younghouselove.com,younghouselove.com,$250,,20000.0,0.0,0,Young House Love,Home And Garden,7280.0,420099,28604,97364,,,,,,ph:,youngsters@younghouselove.com,,twitter.com/younghouselove,,,facebook.com/younghouselove,,,pinterest.com/younghouselove,,instagram.com/younghouselove,,,,,,Santa Rosa Beach,FL,32459,US,2016-03-23,2023-11-03,2009-07-13,2023-12-31,,Top 1m,Top 500k,-,-
postbulletin.com,postbulletin.com,$5000,,0.0,0.0,0,Post Bulletin Company LLC,Technology And Computing,7281.0,13498,12812,142515,,,,,,ph:+1-507-285-7600;+1-641-985-2536;+1-800-562-1758;+1-507-536-3800;+1-800-533-1727;+1-866-665-2323;+1-701-451-5628;+1-833-248-7801;+1-701-241-5509;+1-866-910-9009,webmaster@postbulletin.com;news@postbulletin.com;advertising@postbulletin.com;theroff@postbulletin.com;obit@postbulletin.com;circulation@postbulletin.com;classifieds@postbulletin.com;letters@postbulletin.com;cblade@postbulletin.com;knelson@postbulletin.com;jahlquist@postbulletin.com;jfeldman@postbulletin.com;ecutts@postbulletin.com;pruff@postbulletin.com;readerfeedback@postbulletin.com;sports@postbulletin.com;memberservices@postbulletin.com;life@postbulletin.com;legals@postbulletin.com;tolive@postbulletin.com,,,,,facebook.com/postbulletin,,,pinterest.com/postbulletin,,instagram.com/postbulletin_news,,,,N/A - Account - n/a@postbulletin.com; N/A - Marketing - n/a@postbulletin.com; N/A - Sales - n/a@postbulletin.com; N/A - Director - n/a@postbulletin.com; N/A - President - n/a@postbulletin.com; N/A - Csuite - n/a@postbulletin.com,,Rochester,MN,55902,US,2018-11-12,2023-11-09,2005-09-30,2024-01-06,,Top 50m,Top 200k,-,-
albumoftheyear.org,albumoftheyear.org,$500,,0.0,0.0,0,,Art And Entertainment,7286.0,417887,62751,Outside Top 1m,,,,,,ph:,,,,,,facebook.com/albumoftheyear,,,,,,,,,,,,,,,2017-01-17,2023-12-31,2008-10-31,2023-12-31,,Top 10k,Top 50k,-,-
numbeo.com,numbeo.com,$100,,0.0,0.0,0,Numbeo,Society,7303.0,400420,4437,105568,,,,,,ph:,contact@numbeo.com,,,,,,,,,,,,,,,,Santa Monica,CA,90401,US,2020-10-02,2023-11-03,2011-01-03,2023-12-31,,Top 50k,Top 100k,-,California CCPA
politico.eu,politico.eu,$5000,,200000.0,100.0,0,POLITICO LLC,Law  Govt And Politics,7320.0,640,1568,41832,,,,,,ph:,letters@politico.eu;info@politico.eu;editorial@politico.eu;sales@politico.eu;subscriptions@politico.eu;recruitment@politico.eu,,twitter.com/POLITICOEurope,,,facebook.com/politicoeu,linkedin.com/company/politico-europe,,,,,,,,N/A - Bizdev - noemail; N/A - Support - noemail; N/A - Account - noemail; N/A - Other - noemail; N/A - Marketing - noemail; N/A - Sales - noemail; N/A - Director - noemail; N/A - Manager - noemail; N/A - President - noemail; N/A - Csuite - noemail,,Bruxelles Etterbeek,BRU,1040,BE,2021-06-02,2024-01-08,2014-01-11,2024-01-08,,Top 50m,Top 50k,-,GDPR EU
gbatemp.net,gbatemp.net,$50,$2104200,5000.0,0.0,0,gbatemp,Art And Entertainment,7330.0,4637,25154,58087,,,,,,ph:,,,twitter.com/gbatemp,,,facebook.com/gbatemp,,,,,,,,,,,,,,,2018-02-16,2023-11-14,2005-09-30,2023-12-31,,Top 50k,Top 50k,-,-
hogshaven.com,hogshaven.com,$2000,,20000.0,0.0,0,Vox Media LLC,Sports,7331.0,408494,87966,Outside Top 1m,,,,,,ph:+1-202-591-1140;+1-800-522-4700,,,twitter.com/hogshaven,,,,,,,,,,,,N/A - Board - noemail,,Washington,DC,20036,US,2016-12-01,2023-12-28,2006-08-20,2024-01-06,,Top 500k,Top 500k,-,-
feastingathome.com,feastingathome.com,$500,,500.0,0.0,0,Feasting at Home Blog,Food And Drink,7355.0,420522,55840,87079,,,,,,ph:,sylvia@feastingathome.com,,twitter.com/feastingathome,,,facebook.com/feastingathome,,,pinterest.com/feastingathome,,instagram.com/feastingathome,,,,,,Los Angeles,California,,US,2016-04-27,2023-12-31,2011-11-08,2023-12-31,,Top 100k,Top 100k,-,-
simscommunity.info,simscommunity.info,$500,,10.0,0.0,0,Sims Community,Travel,7376.0,416953,90283,186048,,,,,,ph:,webmaster@simscommunity.info;contact@simscommunity.info,,,,,,,,,,instagram.com/simscommunity,,,,N/A - Director - noemail; N/A - Founder - noemail,,,,,,2022-06-24,2023-11-03,2015-05-02,2023-12-31,,Top 500k,Top 200k,-,-
blu-ray.com,blu-ray.com,$250,$2318937,0.0,0.0,0,,Technology And Computing,7424.0,7471,9976,45498,,,,,,ph:,,,,,,,,,,,,,,,,,Jamaica,NY,11430,US,2021-06-02,2023-12-03,2007-01-02,2024-01-08,,Top 50k,Top 50k,-,-
irishmirror.ie,irishmirror.ie,$2000,,20000.0,0.0,0,You acknowledge that MGN Ltd,Business And Industrial,7452.0,19044,10159,78152,,,,,,ph:,sport@irishmirror.ie;news@irishmirror.ie,,twitter.com/irishmirror,,,facebook.com/irishmirror,,,,,,,,,N/A - Other - n/a@irishmirror.ie; N/A - Director - n/a@irishmirror.ie,,Dublin 1,,D01,IE,2017-07-26,2023-12-28,2013-05-29,2024-01-02,,Top 50k,Top 50k,-,GDPR Ireland
cambridge-news.co.uk,cambridge-news.co.uk,$5000,,1000.0,0.0,0,Jobs Ltd,Law  Govt And Politics,7518.0,17180,9695,129504,,,,,,ph:+44-1223-434439;+44-1353-667916;+44-1582-476666;+44-1223-750000;+44-1223-632251;+44-33-32342045;+44-30-01232220;+44-1223-632888;+44-1227-907972;+44-33-32028000,sport@cambridge-news.co.uk;letters@cambridge-news.co.uk;promotions@cambridge-news.co.uk;advertising@cambridge-news.co.uk;community@cambridge-news.co.uk,,twitter.com/cambridgenewsuk,,,facebook.com/cambridgenews,,,pinterest.com/cambridgenews,,instagram.com/cambridgenewsuk,,,,,,Canary Wharf,ENG,E14,GB,2018-08-02,2023-12-20,2000-02-29,2024-01-08,,Top 100k,Top 200k,-,GDPR United Kingdom
asweetpeachef.com,asweetpeachef.com,$500,,250.0,0.0,0,A Sweet Pea Chef,Health And Fitness,7570.0,450254,90190,278893,,,,,,ph:,,,twitter.com/asweetpeachef,,,facebook.com/asweetpeachef,,,,,,,,youtube.com/user/asweetpeachef,,,Austin,TX,78709,US,2016-05-25,2023-11-03,2010-05-10,2023-12-30,,Top 500k,Top 500k,-,-
twosisterscrafting.com,twosisterscrafting.com,$250,,2000.0,0.0,0,Two Sisters Crafting,Food And Drink,7575.0,535802,86999,137674,,,,,,ph:,,,,tiktok.com/@twosisterscrafting,,,,,,,instagram.com/twosisterscrafting,,,,,,,,,,2016-03-16,2023-11-03,2014-11-03,2023-12-31,,Top 500k,Top 500k,-,-
ibreatheimhungry.com,ibreatheimhungry.com,$500,$183986,5000.0,0.0,0,I Breathe I'm Hungry,Food And Drink,7584.0,484209,78286,Outside Top 1m,,,,,,ph:,,,twitter.com/ibreatheimhngry,,,facebook.com/ibreatheimhungry,,,,,instagram.com/ibreatheimhungry,,,,N/A - Other - noemail,,,,,,2016-03-23,2023-12-31,2012-01-07,2023-12-31,,Top 500k,Top 500k,-,-
wsvn.com,wsvn.com,$5000,,1000.0,0.0,0,Sunbeam Television Corp,Technology And Computing,7593.0,17210,9000,Outside Top 1m,,,,,,ph:+1-305-795-2777,cstevens@wsvn.com;bnerey@wsvn.com;lmartinez@wsvn.com;ccruz@wsvn.com;ddiaz@wsvn.com;webmaster@wsvn.com;privacypolicy@wsvn.com,,twitter.com/wsvn,,,,,,,,instagram.com/craigstevenswsvn,,,,,,Miami Beach,FL,33141,US,2019-02-12,2024-01-02,2006-10-01,2024-01-08,,Top 500k,Top 200k,-,-
themediterraneandish.com,themediterraneandish.com,$2000,$21001,300000.0,0.0,61,The Mediterranean Dish,Food And Drink,7604.0,408879,70711,108534,,,,,,ph:+1-844-275-6868,info@themediterraneandish.com;sales@themediterraneandish.com,,twitter.com/themeddish,tiktok.com/@themediterraneandish,,facebook.com/themediterraneandish,,,pinterest.com/themeddish,,instagram.com/themediterraneandish,,,,,,,,,,2016-04-20,2023-12-31,2014-09-04,2023-12-31,Shopify,Top 50k,Top 50k,-,-
marvel.com,marvel.com,$10000,,10000000.0,100.0,0,Marvel Entertainment,Art And Entertainment,7645.0,3080,1803,49530,,,,,,ph:+1-212-576-4000;+1-877-466-6669;+1-212-981-5189,onlinesupport@marvel.com,,twitter.com/marvel,,,facebook.com/marvel,linkedin.com/company/marvel-entertainment,,pinterest.com/marvelofficial,,instagram.com/marvel,,,,N/A - Other - n/a@marvel.com; N/A - Director - n/a@marvel.com; N/A - Manager - n/a@marvel.com; N/A - President - n/a@marvel.com; N/A - Csuite - n/a@marvel.com,https://www.linkedin.com/in/mark-plotkin-2519657;https://www.crunchbase.com/person/isaac-perlmutter,New York,NY,10104,US,2019-12-05,2024-01-06,2000-02-28,2024-01-08,,Top 5m,Top 50k,-,-
